/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_294.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_294.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_294.jpg,0,0,0,2.34352E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_368.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_368.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_368.jpg,0,0,0,2.409771E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_438.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_438.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_438.jpg,0,0,0,2.442917E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_510.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_510.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_510.jpg,0,0,0,2.509188E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_584.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_584.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_584.jpg,0,0,0,2.575473E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_651.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_651.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_651.jpg,0,0,0,2.608634E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_723.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_723.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_723.jpg,0,0,0,2.741196E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_789.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_789.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_789.jpg,0,0,0,2.708105E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_857.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_857.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_857.jpg,0,0,0,2.807546E-06
/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/center_2018_12_24_01_34_09_927.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/left_2018_12_24_01_34_09_927.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/gary_data/IMG/right_2018_12_24_01_34_09_927.jpg,0,0,0,2.807597E-06
